release_version,sample_id,item_index,additive_name_raw,additive_name,amount_raw,amount_value,amount_unit,gold_label,binary_label,food_category_code,food_category_name,category_path_codes,category_path_names,evidence_status,evidence_rule_category_code,evidence_rule_category_name,evidence_additive_name,cns,ins,max_amount,rule_unit,remark,calculation_basis,candidate_rule_count,source_standard,correction_applied
partial-dataset-v1.0.0,20,1,海藻酸丙二醇酯,海藻酸丙二醇酯,1.8g/kg,1.8,g/kg,SAFE,SAFE,01.0,乳及乳制品(13.0特殊膳食用食品涉及品种除外),01.0,乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.0,乳及乳制品(13.0特殊膳食用食品涉及品种 除 外 )(01.01.01 巴 氏 杀 菌 乳、01.01.02灭菌乳和高温杀菌乳、01.02.01发酵 乳、01.03.01 乳 粉 和 奶 油 粉 和01.05.01稀奶油除外),海藻酸丙二醇酯,20.01,405,3.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,20,2,乳酸链球菌素,乳酸链球菌素,0.75g/kg,0.75,g/kg,RISK_OVERLIMIT,RISK,01.0,乳及乳制品(13.0特殊膳食用食品涉及品种除外),01.0,乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.0,乳及乳制品(13.0特殊膳食用食品涉及品种 除 外 )(01.01.01 巴 氏 杀 菌 乳、01.01.02灭菌乳和高温杀菌乳、01.02.01发酵 乳、01.03.01 乳 粉 和 奶 油 粉 和01.05.01稀奶油除外),乳酸链球菌素,17.019,234,0.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,20,3,甲壳素(又名几丁质),甲壳素(又名几丁质),0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,01.0,乳及乳制品(13.0特殊膳食用食品涉及品种除外),01.0,乳及乳制品(13.0特殊膳食用食品涉及品种除外),no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,21,1,丙二醇脂肪酸酯,丙二醇脂肪酸酯,2.1g/kg,2.1,g/kg,RISK_OVERLIMIT,RISK,04.05.02.01,熟制坚果与籽类,04.05.02.01 > 04.05.02 > 04.05 > 04.0,熟制坚果与籽类 > 加工坚果与籽类 > 坚果和籽类 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.05.02.01,熟制坚 果 与 籽 类 (仅 限 油 炸 坚 果 与 籽类),丙二醇脂肪酸酯,10.02,477,2.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,21,2,茶多酚,茶多酚,0.3g/kg,0.3,g/kg,RISK_OVERLIMIT,RISK,04.05.02.01,熟制坚果与籽类,04.05.02.01 > 04.05.02 > 04.05 > 04.0,熟制坚果与籽类 > 加工坚果与籽类 > 坚果和籽类 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"茶多酚(又名维多酚,简称""TP"")",4.005,,0.2,g/kg,,以油脂中儿茶素计,1,GB 2760-2024,False
partial-dataset-v1.0.0,21,3,二丁基羟基甲苯,二丁基羟基甲苯,0.15g/kg,0.15,g/kg,SAFE,SAFE,04.05.02.01,熟制坚果与籽类,04.05.02.01 > 04.05.02 > 04.05 > 04.0,熟制坚果与籽类 > 加工坚果与籽类 > 坚果和籽类 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.05.02.01,熟制坚果与籽类 (仅限油炸坚果与籽类),"二丁基羟基甲苯(简称""BHT"")",4.002,321,0.2,g/kg,以油脂中的含量计,,1,GB 2760-2024,False
partial-dataset-v1.0.0,21,4,红花黄,红花黄,0.3g/kg,0.3,g/kg,SAFE,SAFE,04.05.02.01,熟制坚果与籽类,04.05.02.01 > 04.05.02 > 04.05 > 04.0,熟制坚果与籽类 > 加工坚果与籽类 > 坚果和籽类 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.05.02.01,熟制坚果与籽类(仅限油炸坚果与籽类),红花黄,8.103,,0.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,21,5,亮蓝及其铝色淀,亮蓝及其铝色淀,0.03g/kg,0.03,g/kg,SAFE,SAFE,04.05.02.01,熟制坚果与籽类,04.05.02.01 > 04.05.02 > 04.05 > 04.0,熟制坚果与籽类 > 加工坚果与籽类 > 坚果和籽类 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.05.02.01,熟制坚果与籽类(仅限油炸坚果与籽类),"亮蓝及其铝色淀(包括亮蓝,亮蓝铝色淀)",8.007,133,0.05,g/kg,,以亮蓝计,2,GB 2760-2024,False
partial-dataset-v1.0.0,22,1,β-胡萝卜素,β-胡萝卜素,0.12g/kg,0.12,g/kg,SAFE,SAFE,04.01.02.11,发酵的水果制品,04.01.02.11 > 04.01.02 > 04.01 > 04.0,发酵的水果制品 > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02.11,发酵的水果制品,β-胡萝卜素,8.01,160a,0.2,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,22,2,阿斯巴甜,阿斯巴甜,1.5g/kg,1.5,g/kg,RISK_OVERLIMIT,RISK,04.01.02.11,发酵的水果制品,04.01.02.11 > 04.01.02 > 04.01 > 04.0,发酵的水果制品 > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02.11,发酵的水果制品,阿斯巴甜,19.004,951,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,22,3,纽甜,纽甜,0.06g/kg,0.06,g/kg,SAFE,SAFE,04.01.02.11,发酵的水果制品,04.01.02.11 > 04.01.02 > 04.01 > 04.0,发酵的水果制品 > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02.11,发酵的水果制品,纽甜,19.019,961,0.065,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,22,4,双乙酰酒石酸单双甘油酯,双乙酰酒石酸单双甘油酯,3.0g/kg,3.0,g/kg,RISK_OVERLIMIT,RISK,04.01.02.11,发酵的水果制品,04.01.02.11 > 04.01.02 > 04.01 > 04.0,发酵的水果制品 > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02.11,发酵的水果制品,双乙酰酒石酸单双甘油酯,10.01,472e,2.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,23,1,焦糖色(加氨生产),焦糖色(加氨生产),1.5g/kg,1.5,g/kg,SAFE,SAFE,01.04.02,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等),01.04.02 > 01.04 > 01.0,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等) > 炼乳及其调制产品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.04.02,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等),焦糖色(加氨生产),8.11,150c,2.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,23,2,焦糖色(亚硫酸铵法),焦糖色(亚硫酸铵法),1.5g/kg,1.5,g/kg,RISK_OVERLIMIT,RISK,01.04.02,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等),01.04.02 > 01.04 > 01.0,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等) > 炼乳及其调制产品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.04.02,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等),焦糖色(亚硫酸铵法),8.109,150d,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,23,3,酸处理淀粉,酸处理淀粉,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,01.04.02,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等),01.04.02 > 01.04 > 01.0,调制炼乳(包括加糖炼乳及使用了非乳原料的调制炼乳等) > 炼乳及其调制产品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,24,1,阿斯巴甜,阿斯巴甜,0.6g/kg,0.6,g/kg,SAFE,SAFE,04.01.02.07,除04.01.02.05以外的果酱(如印度酸辣酱),04.01.02.07 > 04.01.02 > 04.01 > 04.0,除04.01.02.05以外的果酱(如印度酸辣酱) > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02.07,除04.01.02.05以外的果酱(如印度酸辣酱),阿斯巴甜,19.004,951,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,24,2,双乙酰酒石酸单双甘油酯,双乙酰酒石酸单双甘油酯,4.0g/kg,4.0,g/kg,SAFE,SAFE,04.01.02.07,除04.01.02.05以外的果酱(如印度酸辣酱),04.01.02.07 > 04.01.02 > 04.01 > 04.0,除04.01.02.05以外的果酱(如印度酸辣酱) > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02.07,除04.01.02.05以外的果酱(如印度酸辣酱),双乙酰酒石酸单双甘油酯,10.01,472e,5.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,24,3,磷酸及磷酸盐,磷酸及磷酸盐,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,04.01.02.07,除04.01.02.05以外的果酱(如印度酸辣酱),04.01.02.07 > 04.01.02 > 04.01 > 04.0,除04.01.02.05以外的果酱(如印度酸辣酱) > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,25,1,海藻酸丙二醇酯,海藻酸丙二醇酯,0.5g/kg,0.5,g/kg,SAFE,SAFE,03.01,冰淇淋、雪糕类,03.01 > 03.0,冰淇淋、雪糕类 > 冷冻饮品,supporting_rule_found,03.01,冰淇淋、雪糕类,海藻酸丙二醇酯,20.01,405,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,25,2,决明胶,决明胶,2.0g/kg,2.0,g/kg,SAFE,SAFE,03.01,冰淇淋、雪糕类,03.01 > 03.0,冰淇淋、雪糕类 > 冷冻饮品,supporting_rule_found,03.01,冰淇淋、雪糕类,决明胶,20.045,427,2.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,25,3,羧甲基淀粉钠,羧甲基淀粉钠,0.05g/kg,0.05,g/kg,SAFE,SAFE,03.01,冰淇淋、雪糕类,03.01 > 03.0,冰淇淋、雪糕类 > 冷冻饮品,supporting_rule_found,03.01,冰淇淋、雪糕类,羧甲基淀粉钠,20.012,,0.06,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,26,1,二氧化硅,二氧化硅,12.0g/kg,12.0,g/kg,SAFE,SAFE,12.09.02,香辛料油,12.09.02 > 12.09 > 12.0,香辛料油 > 香辛料类 > 调味品,supporting_rule_found,12.09,香辛料类,二氧化硅,2.004,551,20.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,26,2,双乙酰酒石酸单双甘油酯,双乙酰酒石酸单双甘油酯,0.002g/kg,0.002,g/kg,RISK_OVERLIMIT,RISK,12.09.02,香辛料油,12.09.02 > 12.09 > 12.0,香辛料油 > 香辛料类 > 调味品,supporting_rule_found,12.09,香辛料类,双乙酰酒石酸单双甘油酯,10.01,472e,0.001,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,27,1,咖啡因,咖啡因,0.09g/kg,0.09,g/kg,SAFE,SAFE,14.04.01,可乐型碳酸饮料,14.04.01 > 14.04 > 14.0,可乐型碳酸饮料 > 碳酸饮料 > 饮料类,supporting_rule_found,14.04.01,可乐型碳酸饮料,咖啡因,0.007,,0.15,g/kg,,以即饮状态计,1,GB 2760-2024,False
partial-dataset-v1.0.0,27,2,橡子壳棕,橡子壳棕,0.8g/kg,0.8,g/kg,SAFE,SAFE,14.04.01,可乐型碳酸饮料,14.04.01 > 14.04 > 14.0,可乐型碳酸饮料 > 碳酸饮料 > 饮料类,supporting_rule_found,14.04.01,可乐型碳酸饮料,橡子壳棕,8.126,,1.0,g/kg,以即饮状态计,,1,GB 2760-2024,False
partial-dataset-v1.0.0,27,3,"L(+)-酒石酸,dl-酒石酸","L(+)-酒石酸,dl-酒石酸",6.0g/kg,6.0,g/kg,RISK_OVERLIMIT,RISK,14.04.01,可乐型碳酸饮料,14.04.01 > 14.04 > 14.0,可乐型碳酸饮料 > 碳酸饮料 > 饮料类,supporting_rule_found,14.04,碳酸饮料,"L(+)-酒石酸,dl-酒石酸",1.111,334,5.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",酒石酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,28,1,蔗糖脂肪酸酯,蔗糖脂肪酸酯,3.0g/kg,3.0,g/kg,SAFE,SAFE,06.03.01.02,专用小麦粉(如自发粉、饺子粉等),06.03.01.02 > 06.03.01 > 06.03 > 06.0,"专用小麦粉(如自发粉、饺子粉等) > 小麦粉 > 小麦粉及其制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.03.01.02,专用小麦粉(如自发粉、饺子粉等),蔗糖脂肪酸酯,10.001,473,5.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,28,2,"硬脂酰乳酸钠,硬脂酰乳酸钙","硬脂酰乳酸钠,硬脂酰乳酸钙",3.0g/kg,3.0,g/kg,RISK_OVERLIMIT,RISK,06.03.01.02,专用小麦粉(如自发粉、饺子粉等),06.03.01.02 > 06.03.01 > 06.03 > 06.0,"专用小麦粉(如自发粉、饺子粉等) > 小麦粉 > 小麦粉及其制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.03.01.02,专用小麦粉(如自发粉、饺子粉等),"硬脂酰乳酸钠,硬脂酰乳酸钙",10.011,481(i),2.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,29,1,天门冬酰苯丙氨酸甲酯,天门冬酰苯丙氨酸甲酯,1.5g/kg,1.5,g/kg,SAFE,SAFE,07.03.01,夹心及装饰类饼干,07.03.01 > 07.03 > 07.0,夹心及装饰类饼干 > 饼干 > 焙烤食品,supporting_rule_found,07.03,饼干,阿斯巴甜,19.004,951,1.7,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,29,2,乙酰磺胺酸钾,乙酰磺胺酸钾,0.5g/kg,0.5,g/kg,SAFE,SAFE,07.03.01,夹心及装饰类饼干,07.03.01 > 07.03 > 07.0,夹心及装饰类饼干 > 饼干 > 焙烤食品,supporting_rule_found,07.03,饼干,安赛蜜,19.011,950,0.6,g/kg,,,2,GB 2760-2024,False
partial-dataset-v1.0.0,29,3,丁基羟基茴香醚,丁基羟基茴香醚,0.5g/kg,0.5,g/kg,RISK_OVERLIMIT,RISK,07.03.01,夹心及装饰类饼干,07.03.01 > 07.03 > 07.0,夹心及装饰类饼干 > 饼干 > 焙烤食品,supporting_rule_found,07.03,饼干,"丁基羟基茴香醚(简称""BHA"")",,,0.2,g/kg,,以油脂中的含量计,1,GB 2760-2024,False
partial-dataset-v1.0.0,29,4,二丁基羟基甲苯,二丁基羟基甲苯,0.3g/kg,0.3,g/kg,RISK_OVERLIMIT,RISK,07.03.01,夹心及装饰类饼干,07.03.01 > 07.03 > 07.0,夹心及装饰类饼干 > 饼干 > 焙烤食品,supporting_rule_found,07.03,饼干,"二丁基羟基甲苯(简称""BHT"")",4.002,321,0.2,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,30,1,"亮蓝及其铝色淀(包括亮蓝,亮蓝铝色淀)","亮蓝及其铝色淀(包括亮蓝,亮蓝铝色淀)",0.015g/kg,0.015,g/kg,SAFE,SAFE,14.03.01.03,乳酸菌饮料,14.03.01.03 > 14.03.01 > 14.03 > 14.0,乳酸菌饮料 > 含乳饮料 > 蛋白饮料 > 饮料类,supporting_rule_found,14.03.01,含乳饮料,"亮蓝及其铝色淀(包括亮蓝,亮蓝铝色淀)",8.007,133,0.025,g/kg,,以亮蓝计,2,GB 2760-2024,False
partial-dataset-v1.0.0,30,2,吐温类,吐温类,3.0g/kg,3.0,g/kg,RISK_OVERLIMIT,RISK,14.03.01.03,乳酸菌饮料,14.03.01.03 > 14.03.01 > 14.03 > 14.0,乳酸菌饮料 > 含乳饮料 > 蛋白饮料 > 饮料类,supporting_rule_found,14.03.01,含乳饮料,"吐温类[包括聚氧乙烯(20)山梨醇酐单月桂酸酯,聚氧乙烯(20)山梨醇酐单棕榈酸酯,聚氧乙烯(20)山梨醇酐单硬脂酸酯,聚氧乙烯(20)山梨醇酐单油酸酯]",10.025,432,2.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",,2,GB 2760-2024,False
partial-dataset-v1.0.0,30,3,海藻酸丙二醇酯,海藻酸丙二醇酯,3.5g/kg,3.5,g/kg,SAFE,SAFE,14.03.01.03,乳酸菌饮料,14.03.01.03 > 14.03.01 > 14.03 > 14.0,乳酸菌饮料 > 含乳饮料 > 蛋白饮料 > 饮料类,supporting_rule_found,14.03.01,含乳饮料,海藻酸丙二醇酯,20.01,405,4.0,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",,2,GB 2760-2024,False
partial-dataset-v1.0.0,30,4,纽甜,纽甜,0.05g/kg,0.05,g/kg,RISK_OVERLIMIT,RISK,14.03.01.03,乳酸菌饮料,14.03.01.03 > 14.03.01 > 14.03 > 14.0,乳酸菌饮料 > 含乳饮料 > 蛋白饮料 > 饮料类,supporting_rule_found,14.03.01,含乳饮料,纽甜,19.019,961,0.02,g/kg,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",,1,GB 2760-2024,False
partial-dataset-v1.0.0,31,1,双乙酸钠,双乙酸钠,2.4g/kg,2.4,g/kg,SAFE,SAFE,06.05.02.04,粉圆,06.05.02.04 > 06.05.02 > 06.05 > 06.0,"粉圆 > 淀粉制品 > 淀粉及淀粉类制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.05.02.04,粉圆,双乙酸钠(又名二醋酸钠),17.013,262(ii),4.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,31,2,石膏,石膏,8g/kg,8.0,g/kg,SAFE,SAFE,06.05.02.04,粉圆,06.05.02.04 > 06.05.02 > 06.05 > 06.0,"粉圆 > 淀粉制品 > 淀粉及淀粉类制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.05.02,淀粉制品,硫酸钙(又名石膏),18.001,516,10.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,31,3,松香季戊四醇酯,松香季戊四醇酯,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,06.05.02.04,粉圆,06.05.02.04 > 06.05.02 > 06.05 > 06.0,"粉圆 > 淀粉制品 > 淀粉及淀粉类制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,31,4,可溶性大豆多糖,可溶性大豆多糖,15g/kg,15.0,g/kg,RISK_OVERLIMIT,RISK,06.05.02.04,粉圆,06.05.02.04 > 06.05.02 > 06.05 > 06.0,"粉圆 > 淀粉制品 > 淀粉及淀粉类制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.05.02,淀粉制品,可溶性大豆多糖,20.044,,10.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,32,1,阿斯巴甜,阿斯巴甜,0.6g/kg,0.6,g/kg,SAFE,SAFE,01.06.05,干酪类似品,01.06.05 > 01.06 > 01.0,干酪类似品 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06.05,干酪类似品,阿斯巴甜,19.004,951,1.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,32,2,纽甜,纽甜,0.026g/kg,0.026,g/kg,SAFE,SAFE,01.06.05,干酪类似品,01.06.05 > 01.06 > 01.0,干酪类似品 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06.05,干酪类似品,纽甜,19.019,961,0.033,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,32,3,刺云实胶,刺云实胶,10g/kg,10.0,g/kg,RISK_OVERLIMIT,RISK,01.06.05,干酪类似品,01.06.05 > 01.06 > 01.0,干酪类似品 > 干酪、再制干酪、干酪制品及干酪类似品 > 乳及乳制品(13.0特殊膳食用食品涉及品种除外),supporting_rule_found,01.06,干酪、再制干酪、干酪制品及干酪类似品,刺云实胶,20.041,417,8.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,33,1,抗坏血酸,抗坏血酸,0.16g/kg,0.16,g/kg,SAFE,SAFE,06.03.01,小麦粉,06.03.01 > 06.03 > 06.0,"小麦粉 > 小麦粉及其制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.03.01,小麦粉,抗坏血酸(又名维生素C),4.014,300,0.2,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,33,2,富马酸一钠,富马酸一钠,0.1g/kg,0.1,g/kg,RISK_FORBIDDEN,RISK,06.03.01,小麦粉,06.03.01 > 06.03 > 06.0,"小麦粉 > 小麦粉及其制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",no_authorization_on_category_path,,,,,,,,,,0,GB 2760-2024,False
partial-dataset-v1.0.0,33,3,磷酸及磷酸盐,磷酸及磷酸盐,6g/kg,6.0,g/kg,RISK_OVERLIMIT,RISK,06.03.01,小麦粉,06.03.01 > 06.03 > 06.0,"小麦粉 > 小麦粉及其制品 > 粮食和粮食制品,包括大米、面粉、杂粮、块根植物、豆类和玉米提取的淀粉等(不包括07.0类焙烤制品)",supporting_rule_found,06.03,小麦粉及其制品(06.03.02.02生干面制品除外),"磷酸及磷酸盐[包括磷酸,焦磷酸二氢二钠,焦磷酸钠,磷酸二氢钙,磷酸二氢钾,磷酸氢二铵,磷酸氢二钾,磷酸氢钙,磷酸三钙,磷酸三钾,磷酸三钠,多聚磷酸钠(包括六偏磷酸钠),三聚磷酸钠,磷酸二氢钠,磷酸氢二钠,焦磷酸四钾,焦磷酸一氢三钠,聚偏磷酸钾,酸式焦磷酸钙]",1.106,338,5.0,g/kg,,磷酸根(PO43- )计,1,GB 2760-2024,False
partial-dataset-v1.0.0,34,1,维生素C,维生素C,0.9g/kg,0.9,g/kg,SAFE,SAFE,14.02.01,果蔬汁(浆),14.02.01 > 14.02 > 14.0,果蔬汁(浆) > 果蔬汁类及其饮料 > 饮料类,supporting_rule_found,14.02.01,果蔬汁(浆),抗坏血酸(又名维生素C),4.014,300,1.5,g/kg,,"以即饮状态计,相应的固体饮料按稀释倍数增加使用量",1,GB 2760-2024,False
partial-dataset-v1.0.0,34,2,二氧化硫及亚硫酸盐,二氧化硫及亚硫酸盐,0.04g/kg,0.04,g/kg,SAFE,SAFE,14.02.01,果蔬汁(浆),14.02.01 > 14.02 > 14.0,果蔬汁(浆) > 果蔬汁类及其饮料 > 饮料类,supporting_rule_found,14.02.01,果蔬汁(浆),"二氧化硫及亚硫酸盐(包括二氧化硫,焦亚 硫酸钾,焦亚硫酸钠,亚硫酸钠,亚硫酸氢钠,低亚硫酸钠)",5.001,220,0.05,g/kg,"以即饮状态计,最大使用量以二氧化硫残留量计,浓缩果蔬汁(浆)按浓缩倍数折算,相应的固体饮料按稀释倍数增加使用量",,1,GB 2760-2024,False
partial-dataset-v1.0.0,35,1,"胭脂虫红及其铝色淀(包括胭脂虫红,胭脂虫红铝色淀)","胭脂虫红及其铝色淀(包括胭脂虫红,胭脂虫红铝色淀)",0.09g/kg,0.09,g/kg,SAFE,SAFE,03.03,风味冰、冰棍类,03.03 > 03.0,风味冰、冰棍类 > 冷冻饮品,supporting_rule_found,03.0,冷冻饮品(03.04食用冰除外),"胭脂虫红及其铝色淀(包括胭脂虫红,胭脂虫红铝色淀)",8.145,120,0.15,g/kg,,以胭脂红酸计,1,GB 2760-2024,False
partial-dataset-v1.0.0,35,2,蔗糖脂肪酸酯,蔗糖脂肪酸酯,2.25g/kg,2.25,g/kg,RISK_OVERLIMIT,RISK,03.03,风味冰、冰棍类,03.03 > 03.0,风味冰、冰棍类 > 冷冻饮品,supporting_rule_found,03.0,冷冻饮品(03.04食用冰除外),蔗糖脂肪酸酯,10.001,473,1.5,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,36,1,阿斯巴甜,阿斯巴甜,1.2g/kg,1.2,g/kg,SAFE,SAFE,04.01.02.01,冷冻水果,04.01.02.01 > 04.01.02 > 04.01 > 04.0,冷冻水果 > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02.01,冷冻水果,阿斯巴甜,19.004,951,2.0,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,36,2,纽甜,纽甜,0.08g/kg,0.08,g/kg,SAFE,SAFE,04.01.02.01,冷冻水果,04.01.02.01 > 04.01.02 > 04.01 > 04.0,冷冻水果 > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02.01,冷冻水果,纽甜,19.019,961,0.1,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,36,3,爱德万甜,爱德万甜,0.15g/kg,0.15,g/kg,RISK_OVERLIMIT,RISK,04.01.02.01,冷冻水果,04.01.02.01 > 04.01.02 > 04.01 > 04.0,冷冻水果 > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02,加工水果,爱德万甜,19.026,969,0.12,g/kg,,,1,GB 2760-2024,False
partial-dataset-v1.0.0,36,4,植酸,植酸,0.1g/kg,0.1,g/kg,SAFE,SAFE,04.01.02.01,冷冻水果,04.01.02.01 > 04.01.02 > 04.01 > 04.0,冷冻水果 > 加工水果 > 水果 > 水果、蔬菜(包括块根类)、豆类、食用菌、藻类、坚果以及籽类等,supporting_rule_found,04.01.02,加工水果,"植酸(又名肌醇六磷酸),植酸钠",4.006,391,0.2,g/kg,,以植酸计,1,GB 2760-2024,False
